ID,Target
1428,Alarm-Update
1429,Travel-Query
1430,Alarm-Update
1431,Travel-Query
1432,HomeAppliance-Control
1433,FilmTele-Play
1434,Alarm-Update
1435,TVProgram-Play
1436,Audio-Play
1437,Calendar-Query
1438,Video-Play
1439,FilmTele-Play
1440,Video-Play
1441,Weather-Query
1442,FilmTele-Play
1443,Radio-Listen
1444,Radio-Listen
1445,Calendar-Query
1446,FilmTele-Play
1447,FilmTele-Play
1448,Travel-Query
1449,Alarm-Update
1450,FilmTele-Play
1451,FilmTele-Play
1452,Video-Play
1453,Video-Play
1454,Calendar-Query
1455,Calendar-Query
1456,Weather-Query
1457,Travel-Query
1458,TVProgram-Play
1459,Radio-Listen
1460,Radio-Listen
1461,Video-Play
1462,HomeAppliance-Control
1463,TVProgram-Play
1464,HomeAppliance-Control
1465,Music-Play
1466,FilmTele-Play
1467,Alarm-Update
1468,Audio-Play
1469,Calendar-Query
1470,Weather-Query
1471,FilmTele-Play
1472,Radio-Listen
1473,FilmTele-Play
1474,Music-Play
1475,HomeAppliance-Control
1476,TVProgram-Play
1477,FilmTele-Play
1478,Radio-Listen
1479,Radio-Listen
1480,Travel-Query
1481,HomeAppliance-Control
1482,HomeAppliance-Control
1483,Radio-Listen
1484,FilmTele-Play
1485,TVProgram-Play
1486,Music-Play
1487,Alarm-Update
1488,Travel-Query
1489,Weather-Query
1490,FilmTele-Play
1491,Music-Play
1492,HomeAppliance-Control
1493,Other
1494,Calendar-Query
1495,TVProgram-Play
1496,HomeAppliance-Control
1497,Video-Play
1498,Travel-Query
1499,Music-Play
1500,Video-Play
1501,Video-Play
1502,Travel-Query
1503,FilmTele-Play
1504,FilmTele-Play
1505,Calendar-Query
1506,Travel-Query
1507,Travel-Query
1508,Audio-Play
1509,Video-Play
1510,TVProgram-Play
1511,FilmTele-Play
1512,Alarm-Update
1513,Radio-Listen
1514,TVProgram-Play
1515,TVProgram-Play
1516,Other
1517,Weather-Query
1518,FilmTele-Play
1519,Alarm-Update
1520,Calendar-Query
1521,Weather-Query
1522,Weather-Query
1523,TVProgram-Play
1524,Calendar-Query
1525,Audio-Play
1526,Music-Play
1527,TVProgram-Play
1528,Travel-Query
1529,FilmTele-Play
1530,Audio-Play
1531,HomeAppliance-Control
1532,FilmTele-Play
1533,FilmTele-Play
1534,Video-Play
1535,Video-Play
1536,Calendar-Query
1537,Other
1538,TVProgram-Play
1539,Video-Play
1540,HomeAppliance-Control
1541,FilmTele-Play
1542,Calendar-Query
1543,Music-Play
1544,FilmTele-Play
1545,Radio-Listen
1546,TVProgram-Play
1547,Music-Play
1548,TVProgram-Play
1549,Travel-Query
1550,Music-Play
1551,Music-Play
1552,FilmTele-Play
1553,Audio-Play
1554,Other
1555,Weather-Query
1556,Travel-Query
1557,TVProgram-Play
1558,Music-Play
1559,HomeAppliance-Control
1560,Music-Play
1561,Video-Play
1562,Radio-Listen
1563,FilmTele-Play
1564,Other
1565,Alarm-Update
1566,FilmTele-Play
1567,FilmTele-Play
1568,FilmTele-Play
1569,HomeAppliance-Control
1570,HomeAppliance-Control
1571,Music-Play
1572,Travel-Query
1573,TVProgram-Play
1574,Audio-Play
1575,TVProgram-Play
1576,Radio-Listen
1577,Travel-Query
1578,Audio-Play
1579,Music-Play
1580,Video-Play
1581,FilmTele-Play
1582,TVProgram-Play
1583,Other
1584,Other
1585,Video-Play
1586,FilmTele-Play
1587,Weather-Query
1588,Music-Play
1589,Radio-Listen
1590,Weather-Query
1591,Radio-Listen
1592,Other
1593,Calendar-Query
1594,HomeAppliance-Control
1595,Weather-Query
1596,Alarm-Update
1597,Music-Play
1598,Radio-Listen
1599,Music-Play
1600,Other
1601,Travel-Query
1602,Weather-Query
1603,Calendar-Query
1604,Radio-Listen
1605,FilmTele-Play
1606,Video-Play
1607,Travel-Query
1608,TVProgram-Play
1609,Travel-Query
1610,Alarm-Update
1611,Travel-Query
1612,HomeAppliance-Control
1613,HomeAppliance-Control
1614,Travel-Query
1615,Video-Play
1616,HomeAppliance-Control
1617,Radio-Listen
1618,HomeAppliance-Control
1619,Audio-Play
1620,Alarm-Update
1621,Music-Play
1622,Radio-Listen
1623,Video-Play
1624,Radio-Listen
1625,Radio-Listen
1626,TVProgram-Play
1627,Video-Play
1628,Radio-Listen
1629,Calendar-Query
1630,Alarm-Update
1631,Music-Play
1632,HomeAppliance-Control
1633,FilmTele-Play
1634,Alarm-Update
1635,HomeAppliance-Control
1636,Radio-Listen
1637,Music-Play
1638,FilmTele-Play
1639,TVProgram-Play
1640,Video-Play
1641,Travel-Query
1642,Video-Play
1643,Travel-Query
1644,Audio-Play
1645,FilmTele-Play
1646,Radio-Listen
1647,TVProgram-Play
1648,FilmTele-Play
1649,Alarm-Update
1650,Calendar-Query
1651,Calendar-Query
1652,FilmTele-Play
1653,Video-Play
1654,Music-Play
1655,Audio-Play
1656,Radio-Listen
1657,Alarm-Update
1658,Video-Play
1659,HomeAppliance-Control
1660,FilmTele-Play
1661,Other
1662,Radio-Listen
1663,FilmTele-Play
1664,Alarm-Update
1665,Music-Play
1666,Video-Play
1667,Audio-Play
1668,Weather-Query
1669,FilmTele-Play
1670,FilmTele-Play
1671,Calendar-Query
1672,FilmTele-Play
1673,Weather-Query
1674,FilmTele-Play
1675,Alarm-Update
1676,Alarm-Update
1677,Travel-Query
1678,Alarm-Update
1679,Alarm-Update
1680,Calendar-Query
1681,Alarm-Update
1682,HomeAppliance-Control
1683,FilmTele-Play
1684,Radio-Listen
1685,Other
1686,FilmTele-Play
1687,Calendar-Query
1688,Video-Play
1689,Weather-Query
1690,Audio-Play
1691,Audio-Play
1692,Radio-Listen
1693,FilmTele-Play
1694,FilmTele-Play
1695,TVProgram-Play
1696,Alarm-Update
1697,Travel-Query
1698,Travel-Query
1699,Alarm-Update
1700,Radio-Listen
1701,Other
1702,HomeAppliance-Control
1703,Calendar-Query
1704,TVProgram-Play
1705,Other
1706,Music-Play
1707,Other
1708,Alarm-Update
1709,Travel-Query
1710,Audio-Play
1711,TVProgram-Play
1712,FilmTele-Play
1713,Calendar-Query
1714,Video-Play
1715,Video-Play
1716,Audio-Play
1717,Travel-Query
1718,Weather-Query
1719,Music-Play
1720,TVProgram-Play
1721,Alarm-Update
1722,Music-Play
1723,HomeAppliance-Control
1724,Other
1725,Video-Play
1726,HomeAppliance-Control
1727,Calendar-Query
1728,Calendar-Query
1729,Radio-Listen
1730,Calendar-Query
1731,Calendar-Query
1732,Weather-Query
1733,Weather-Query
1734,Radio-Listen
1735,Video-Play
1736,FilmTele-Play
1737,TVProgram-Play
1738,TVProgram-Play
1739,Travel-Query
1740,Travel-Query
1741,Weather-Query
1742,Radio-Listen
1743,Calendar-Query
1744,Weather-Query
1745,Alarm-Update
1746,HomeAppliance-Control
1747,Music-Play
1748,Alarm-Update
1749,Other
1750,Video-Play
1751,Calendar-Query
1752,Music-Play
1753,Music-Play
1754,Other
1755,Radio-Listen
1756,Calendar-Query
1757,Travel-Query
1758,Weather-Query
1759,Radio-Listen
1760,Video-Play
1761,Weather-Query
1762,FilmTele-Play
1763,FilmTele-Play
1764,HomeAppliance-Control
1765,Audio-Play
1766,Calendar-Query
1767,FilmTele-Play
1768,Alarm-Update
1769,Audio-Play
1770,Travel-Query
1771,Audio-Play
1772,TVProgram-Play
1773,Radio-Listen
1774,Radio-Listen
1775,Audio-Play
1776,Audio-Play
1777,Music-Play
1778,Music-Play
1779,Music-Play
1780,HomeAppliance-Control
1781,Video-Play
1782,Weather-Query
1783,HomeAppliance-Control
1784,Travel-Query
1785,Video-Play
1786,Travel-Query
1787,Travel-Query
1788,Alarm-Update
1789,Other
1790,Radio-Listen
1791,Video-Play
1792,FilmTele-Play
1793,Music-Play
1794,Other
1795,Music-Play
1796,FilmTele-Play
1797,Music-Play
1798,Other
1799,HomeAppliance-Control
1800,HomeAppliance-Control
1801,Audio-Play
1802,Alarm-Update
1803,Audio-Play
1804,Calendar-Query
1805,FilmTele-Play
1806,Radio-Listen
1807,Calendar-Query
1808,FilmTele-Play
1809,Calendar-Query
1810,TVProgram-Play
1811,HomeAppliance-Control
1812,TVProgram-Play
1813,Radio-Listen
1814,Alarm-Update
1815,Video-Play
1816,Calendar-Query
1817,FilmTele-Play
1818,FilmTele-Play
1819,Video-Play
1820,Music-Play
1821,Other
1822,FilmTele-Play
1823,FilmTele-Play
1824,FilmTele-Play
1825,Music-Play
1826,Music-Play
1827,Music-Play
1828,TVProgram-Play
1829,Alarm-Update
1830,Music-Play
1831,Music-Play
1832,Travel-Query
1833,Travel-Query
1834,HomeAppliance-Control
1835,FilmTele-Play
1836,Video-Play
1837,Calendar-Query
1838,Weather-Query
1839,Radio-Listen
1840,Alarm-Update
1841,FilmTele-Play
1842,Alarm-Update
1843,FilmTele-Play
1844,Calendar-Query
1845,Weather-Query
1846,FilmTele-Play
1847,Audio-Play
1848,HomeAppliance-Control
1849,Weather-Query
1850,Radio-Listen
1851,FilmTele-Play
1852,Travel-Query
1853,FilmTele-Play
1854,Other
1855,Travel-Query
1856,Other
1857,Calendar-Query
1858,Alarm-Update
1859,Music-Play
1860,Audio-Play
1861,Radio-Listen
1862,FilmTele-Play
1863,FilmTele-Play
1864,Travel-Query
1865,Radio-Listen
1866,TVProgram-Play
1867,Calendar-Query
1868,Radio-Listen
1869,Video-Play
1870,Alarm-Update
1871,Radio-Listen
1872,Radio-Listen
1873,TVProgram-Play
1874,Alarm-Update
1875,Music-Play
1876,Radio-Listen
1877,Radio-Listen
1878,Video-Play
1879,Alarm-Update
1880,Alarm-Update
1881,Other
1882,Video-Play
1883,Music-Play
1884,Music-Play
1885,Video-Play
1886,FilmTele-Play
1887,Audio-Play
1888,FilmTele-Play
1889,Other
1890,Audio-Play
1891,Weather-Query
1892,Music-Play
1893,Calendar-Query
1894,Audio-Play
1895,Other
1896,Audio-Play
1897,FilmTele-Play
1898,Calendar-Query
1899,Travel-Query
1900,Weather-Query
1901,FilmTele-Play
1902,Radio-Listen
1903,Video-Play
1904,HomeAppliance-Control
1905,Calendar-Query
1906,Music-Play
1907,Travel-Query
1908,Calendar-Query
1909,HomeAppliance-Control
1910,Radio-Listen
1911,HomeAppliance-Control
1912,Other
1913,Radio-Listen
1914,FilmTele-Play
1915,Audio-Play
1916,TVProgram-Play
1917,Other
1918,Travel-Query
1919,Music-Play
1920,Radio-Listen
1921,Calendar-Query
1922,FilmTele-Play
1923,Alarm-Update
1924,Video-Play
1925,HomeAppliance-Control
1926,Video-Play
1927,FilmTele-Play
1928,Audio-Play
1929,Audio-Play
1930,Weather-Query
1931,Calendar-Query
1932,Travel-Query
1933,FilmTele-Play
1934,Other
1935,Audio-Play
1936,FilmTele-Play
1937,Travel-Query
1938,FilmTele-Play
1939,Calendar-Query
1940,Travel-Query
1941,Weather-Query
1942,Other
1943,HomeAppliance-Control
1944,Audio-Play
1945,TVProgram-Play
1946,Weather-Query
1947,Video-Play
1948,Travel-Query
1949,FilmTele-Play
1950,Music-Play
1951,Radio-Listen
1952,Music-Play
1953,Audio-Play
1954,HomeAppliance-Control
1955,HomeAppliance-Control
1956,Audio-Play
1957,Music-Play
1958,Weather-Query
1959,Travel-Query
1960,Music-Play
1961,Weather-Query
1962,Radio-Listen
1963,HomeAppliance-Control
1964,Video-Play
1965,Alarm-Update
1966,Music-Play
1967,FilmTele-Play
1968,HomeAppliance-Control
1969,Travel-Query
1970,Alarm-Update
1971,FilmTele-Play
1972,Audio-Play
1973,Video-Play
1974,Video-Play
1975,Alarm-Update
1976,Weather-Query
1977,Audio-Play
1978,FilmTele-Play
1979,FilmTele-Play
1980,HomeAppliance-Control
1981,FilmTele-Play
1982,Video-Play
1983,HomeAppliance-Control
1984,Travel-Query
1985,Video-Play
1986,Travel-Query
1987,Audio-Play
1988,Travel-Query
1989,FilmTele-Play
1990,TVProgram-Play
1991,Travel-Query
1992,Music-Play
1993,Video-Play
1994,Music-Play
1995,Travel-Query
1996,Radio-Listen
1997,TVProgram-Play
1998,Weather-Query
1999,Music-Play
2000,Travel-Query
2001,TVProgram-Play
2002,Calendar-Query
2003,Weather-Query
2004,Music-Play
2005,HomeAppliance-Control
2006,Video-Play
2007,Calendar-Query
2008,Calendar-Query
2009,Video-Play
2010,Video-Play
2011,Weather-Query
2012,Weather-Query
2013,Alarm-Update
2014,HomeAppliance-Control
2015,Radio-Listen
2016,FilmTele-Play
2017,FilmTele-Play
2018,Alarm-Update
2019,FilmTele-Play
2020,Radio-Listen
2021,Radio-Listen
2022,FilmTele-Play
2023,HomeAppliance-Control
2024,Weather-Query
2025,Music-Play
2026,Weather-Query
2027,FilmTele-Play
2028,Video-Play
2029,FilmTele-Play
2030,Weather-Query
2031,TVProgram-Play
2032,Travel-Query
2033,FilmTele-Play
2034,FilmTele-Play
2035,TVProgram-Play
2036,Music-Play
2037,Alarm-Update
2038,Calendar-Query
2039,HomeAppliance-Control
2040,Music-Play
2041,Radio-Listen
2042,Calendar-Query
2043,Alarm-Update
2044,Calendar-Query
2045,Calendar-Query
2046,Weather-Query
2047,HomeAppliance-Control
2048,TVProgram-Play
2049,FilmTele-Play
2050,Music-Play
2051,TVProgram-Play
2052,Music-Play
2053,HomeAppliance-Control
2054,Other
2055,HomeAppliance-Control
2056,Calendar-Query
2057,Calendar-Query
2058,Music-Play
2059,Radio-Listen
2060,TVProgram-Play
2061,HomeAppliance-Control
2062,TVProgram-Play
2063,Weather-Query
2064,Audio-Play
2065,Radio-Listen
2066,Travel-Query
2067,Other
2068,FilmTele-Play
2069,Alarm-Update
2070,HomeAppliance-Control
2071,Music-Play
2072,TVProgram-Play
2073,Audio-Play
2074,Music-Play
2075,FilmTele-Play
2076,Calendar-Query
2077,HomeAppliance-Control
2078,Calendar-Query
2079,Video-Play
2080,Video-Play
2081,Calendar-Query
2082,Music-Play
2083,Alarm-Update
2084,Video-Play
2085,Travel-Query
2086,FilmTele-Play
2087,Radio-Listen
2088,Alarm-Update
2089,FilmTele-Play
2090,Alarm-Update
2091,Calendar-Query
2092,Audio-Play
2093,Other
2094,Travel-Query
2095,Music-Play
2096,Radio-Listen
2097,Calendar-Query
2098,Radio-Listen
2099,Radio-Listen
2100,Alarm-Update
2101,Music-Play
2102,HomeAppliance-Control
2103,Music-Play
2104,Radio-Listen
2105,Alarm-Update
2106,Other
2107,Radio-Listen
2108,FilmTele-Play
2109,Audio-Play
2110,Weather-Query
2111,FilmTele-Play
2112,FilmTele-Play
2113,Weather-Query
2114,Audio-Play
2115,Travel-Query
2116,Travel-Query
2117,FilmTele-Play
2118,Audio-Play
2119,Music-Play
2120,HomeAppliance-Control
2121,FilmTele-Play
2122,Audio-Play
2123,TVProgram-Play
2124,FilmTele-Play
2125,Music-Play
2126,FilmTele-Play
2127,Alarm-Update
2128,Audio-Play
2129,Calendar-Query
2130,Music-Play
2131,Travel-Query
2132,Travel-Query
2133,Audio-Play
2134,Travel-Query
2135,Audio-Play
2136,Audio-Play
2137,Travel-Query
2138,Music-Play
2139,FilmTele-Play
2140,Music-Play
2141,Radio-Listen
2142,Video-Play
2143,Alarm-Update
2144,Other
2145,Alarm-Update
2146,Calendar-Query
2147,Travel-Query
2148,Weather-Query
2149,FilmTele-Play
2150,FilmTele-Play
2151,Alarm-Update
2152,Calendar-Query
2153,Music-Play
2154,Video-Play
2155,FilmTele-Play
2156,Travel-Query
2157,Audio-Play
2158,Calendar-Query
2159,Other
2160,Travel-Query
2161,HomeAppliance-Control
2162,Calendar-Query
2163,Other
2164,Video-Play
2165,Radio-Listen
2166,Audio-Play
2167,Weather-Query
2168,Radio-Listen
2169,Radio-Listen
2170,Radio-Listen
2171,Weather-Query
2172,TVProgram-Play
2173,Music-Play
2174,Video-Play
2175,Weather-Query
2176,Travel-Query
2177,Other
2178,Music-Play
2179,Music-Play
2180,TVProgram-Play
2181,HomeAppliance-Control
2182,Video-Play
2183,Travel-Query
2184,Weather-Query
2185,Music-Play
2186,Other
2187,Video-Play
2188,TVProgram-Play
2189,Video-Play
2190,Alarm-Update
2191,Other
2192,Radio-Listen
2193,Radio-Listen
2194,Music-Play
2195,Audio-Play
2196,TVProgram-Play
2197,Travel-Query
2198,HomeAppliance-Control
2199,Other
2200,Video-Play
2201,FilmTele-Play
2202,Video-Play
2203,FilmTele-Play
2204,Weather-Query
2205,Travel-Query
2206,Audio-Play
2207,Travel-Query
2208,Other
2209,Radio-Listen
2210,Audio-Play
2211,Travel-Query
2212,TVProgram-Play
2213,Travel-Query
2214,Alarm-Update
2215,Other
2216,FilmTele-Play
2217,TVProgram-Play
2218,Video-Play
2219,Weather-Query
2220,Video-Play
2221,Video-Play
2222,Travel-Query
2223,Travel-Query
2224,Video-Play
2225,Video-Play
2226,HomeAppliance-Control
2227,Alarm-Update
2228,TVProgram-Play
2229,TVProgram-Play
2230,Calendar-Query
2231,Audio-Play
2232,Music-Play
2233,Other
2234,Travel-Query
2235,Music-Play
2236,Video-Play
2237,Music-Play
2238,TVProgram-Play
2239,Other
2240,Video-Play
2241,HomeAppliance-Control
2242,Alarm-Update
2243,FilmTele-Play
2244,Audio-Play
2245,Other
2246,Radio-Listen
2247,HomeAppliance-Control
2248,Audio-Play
2249,Music-Play
2250,Travel-Query
2251,HomeAppliance-Control
2252,Alarm-Update
2253,HomeAppliance-Control
2254,Radio-Listen
2255,Video-Play
2256,Travel-Query
2257,FilmTele-Play
2258,Audio-Play
2259,Music-Play
2260,HomeAppliance-Control
2261,Video-Play
2262,Video-Play
2263,FilmTele-Play
2264,TVProgram-Play
2265,Music-Play
2266,Radio-Listen
2267,HomeAppliance-Control
2268,Video-Play
2269,Calendar-Query
2270,Other
2271,Video-Play
2272,Music-Play
2273,Radio-Listen
2274,HomeAppliance-Control
2275,FilmTele-Play
2276,Other
2277,Calendar-Query
2278,FilmTele-Play
2279,Music-Play
2280,FilmTele-Play
2281,Calendar-Query
2282,FilmTele-Play
2283,Alarm-Update
2284,Weather-Query
2285,Video-Play
2286,Music-Play
2287,FilmTele-Play
2288,Radio-Listen
2289,Video-Play
2290,Calendar-Query
2291,Video-Play
2292,Calendar-Query
2293,HomeAppliance-Control
2294,FilmTele-Play
2295,FilmTele-Play
2296,Music-Play
2297,Video-Play
2298,Calendar-Query
2299,TVProgram-Play
2300,Music-Play
2301,FilmTele-Play
2302,Music-Play
2303,Travel-Query
2304,Weather-Query
2305,TVProgram-Play
2306,FilmTele-Play
2307,Other
2308,Radio-Listen
2309,Audio-Play
2310,Weather-Query
2311,Video-Play
2312,Video-Play
2313,FilmTele-Play
2314,FilmTele-Play
2315,Weather-Query
2316,Other
2317,Music-Play
2318,FilmTele-Play
2319,HomeAppliance-Control
2320,Alarm-Update
2321,Video-Play
2322,FilmTele-Play
2323,Music-Play
2324,Video-Play
2325,Travel-Query
2326,Travel-Query
2327,Music-Play
2328,Music-Play
2329,Music-Play
2330,Audio-Play
2331,Travel-Query
2332,Travel-Query
2333,Music-Play
2334,FilmTele-Play
2335,Radio-Listen
2336,Travel-Query
2337,Video-Play
2338,Other
2339,Audio-Play
2340,Travel-Query
2341,TVProgram-Play
2342,Audio-Play
2343,Music-Play
2344,Calendar-Query
2345,Calendar-Query
2346,Calendar-Query
2347,Video-Play
2348,Audio-Play
2349,Alarm-Update
2350,Weather-Query
2351,Calendar-Query
2352,FilmTele-Play
2353,HomeAppliance-Control
2354,Weather-Query
2355,Audio-Play
2356,Calendar-Query
2357,Alarm-Update
2358,HomeAppliance-Control
2359,TVProgram-Play
2360,Audio-Play
2361,Video-Play
2362,Video-Play
2363,Music-Play
2364,Other
2365,Alarm-Update
2366,TVProgram-Play
2367,Travel-Query
2368,Radio-Listen
2369,Radio-Listen
2370,Radio-Listen
2371,Radio-Listen
2372,FilmTele-Play
2373,Audio-Play
2374,Radio-Listen
2375,Music-Play
2376,Video-Play
2377,Radio-Listen
2378,Radio-Listen
2379,FilmTele-Play
2380,TVProgram-Play
2381,Alarm-Update
2382,HomeAppliance-Control
2383,Weather-Query
2384,Travel-Query
2385,Other
2386,TVProgram-Play
2387,Alarm-Update
2388,TVProgram-Play
2389,Alarm-Update
2390,Audio-Play
2391,Other
2392,Weather-Query
2393,Music-Play
2394,Video-Play
2395,TVProgram-Play
2396,Other
2397,Weather-Query
2398,Music-Play
2399,Alarm-Update
2400,Other
2401,TVProgram-Play
2402,Music-Play
2403,FilmTele-Play
2404,Video-Play
2405,HomeAppliance-Control
2406,Other
2407,Calendar-Query
2408,Music-Play
2409,Weather-Query
2410,TVProgram-Play
2411,Alarm-Update
2412,FilmTele-Play
2413,Weather-Query
2414,Music-Play
2415,Calendar-Query
2416,FilmTele-Play
2417,TVProgram-Play
2418,Travel-Query
2419,FilmTele-Play
2420,Radio-Listen
2421,Other
2422,Other
2423,Audio-Play
2424,Radio-Listen
2425,Other
2426,Weather-Query
2427,Radio-Listen
2428,Calendar-Query
2429,HomeAppliance-Control
2430,Calendar-Query
2431,HomeAppliance-Control
2432,FilmTele-Play
2433,Music-Play
2434,Alarm-Update
2435,Video-Play
2436,Other
2437,FilmTele-Play
2438,Alarm-Update
2439,Travel-Query
2440,HomeAppliance-Control
2441,HomeAppliance-Control
2442,Travel-Query
2443,FilmTele-Play
2444,Alarm-Update
2445,HomeAppliance-Control
2446,Video-Play
2447,Travel-Query
2448,Other
2449,Alarm-Update
2450,Alarm-Update
2451,Music-Play
2452,Video-Play
2453,Travel-Query
2454,HomeAppliance-Control
2455,Weather-Query
2456,Calendar-Query
2457,Other
2458,FilmTele-Play
2459,TVProgram-Play
2460,Weather-Query
2461,FilmTele-Play
2462,Video-Play
2463,FilmTele-Play
2464,Video-Play
2465,Radio-Listen
2466,Calendar-Query
2467,HomeAppliance-Control
2468,Calendar-Query
2469,FilmTele-Play
2470,Music-Play
2471,Radio-Listen
2472,Music-Play
2473,Video-Play
2474,Travel-Query
2475,Alarm-Update
2476,Calendar-Query
2477,Music-Play
2478,Radio-Listen
2479,Video-Play
2480,FilmTele-Play
2481,Travel-Query
2482,Radio-Listen
2483,Audio-Play
2484,Travel-Query
2485,Audio-Play
2486,Music-Play
2487,Video-Play
2488,Video-Play
2489,HomeAppliance-Control
2490,Video-Play
2491,Music-Play
2492,Audio-Play
2493,Calendar-Query
2494,Calendar-Query
2495,Alarm-Update
2496,Radio-Listen
2497,Calendar-Query
2498,Alarm-Update
2499,Calendar-Query
2500,Travel-Query
2501,Radio-Listen
2502,TVProgram-Play
2503,Music-Play
2504,FilmTele-Play
2505,Calendar-Query
2506,Audio-Play
2507,Video-Play
2508,Radio-Listen
2509,Other
2510,FilmTele-Play
2511,FilmTele-Play
2512,Audio-Play
2513,TVProgram-Play
2514,Weather-Query
2515,Radio-Listen
2516,Music-Play
2517,Video-Play
2518,Weather-Query
2519,Video-Play
2520,Video-Play
2521,Weather-Query
2522,Radio-Listen
2523,FilmTele-Play
2524,HomeAppliance-Control
2525,HomeAppliance-Control
2526,HomeAppliance-Control
2527,Music-Play
2528,HomeAppliance-Control
2529,Music-Play
2530,FilmTele-Play
2531,Alarm-Update
2532,TVProgram-Play
2533,Music-Play
2534,Radio-Listen
2535,Weather-Query
2536,Video-Play
2537,Other
2538,FilmTele-Play
2539,Music-Play
2540,Calendar-Query
2541,Audio-Play
2542,Radio-Listen
2543,HomeAppliance-Control
2544,Video-Play
2545,Travel-Query
2546,Audio-Play
2547,FilmTele-Play
2548,FilmTele-Play
2549,HomeAppliance-Control
2550,FilmTele-Play
2551,Weather-Query
2552,Alarm-Update
2553,TVProgram-Play
2554,Music-Play
2555,TVProgram-Play
2556,FilmTele-Play
2557,Other
2558,Calendar-Query
2559,TVProgram-Play
2560,Music-Play
2561,FilmTele-Play
2562,Other
2563,Travel-Query
2564,Weather-Query
2565,HomeAppliance-Control
2566,Radio-Listen
2567,TVProgram-Play
2568,Music-Play
2569,Weather-Query
2570,TVProgram-Play
2571,Travel-Query
2572,FilmTele-Play
2573,FilmTele-Play
2574,FilmTele-Play
2575,Video-Play
2576,TVProgram-Play
2577,FilmTele-Play
2578,Video-Play
2579,Radio-Listen
2580,Video-Play
2581,Music-Play
2582,Video-Play
2583,Weather-Query
2584,Video-Play
2585,Weather-Query
2586,Music-Play
2587,Travel-Query
2588,Travel-Query
2589,HomeAppliance-Control
2590,FilmTele-Play
2591,FilmTele-Play
2592,TVProgram-Play
2593,Video-Play
2594,Audio-Play
2595,FilmTele-Play
2596,FilmTele-Play
2597,Other
2598,Radio-Listen
2599,Calendar-Query
2600,Calendar-Query
2601,Audio-Play
2602,Radio-Listen
2603,Travel-Query
2604,Weather-Query
2605,Alarm-Update
2606,Travel-Query
2607,HomeAppliance-Control
2608,Video-Play
2609,Calendar-Query
2610,FilmTele-Play
2611,Video-Play
2612,Music-Play
2613,FilmTele-Play
2614,FilmTele-Play
2615,Radio-Listen
2616,Audio-Play
2617,Calendar-Query
2618,FilmTele-Play
2619,Video-Play
2620,Weather-Query
2621,Alarm-Update
2622,Audio-Play
2623,Video-Play
2624,Other
2625,FilmTele-Play
2626,Other
2627,TVProgram-Play
2628,FilmTele-Play
2629,FilmTele-Play
2630,Travel-Query
2631,Audio-Play
2632,Alarm-Update
2633,Music-Play
2634,Calendar-Query
2635,Alarm-Update
2636,TVProgram-Play
2637,Alarm-Update
2638,HomeAppliance-Control
2639,FilmTele-Play
2640,Calendar-Query
2641,Music-Play
2642,Video-Play
2643,FilmTele-Play
2644,FilmTele-Play
2645,Radio-Listen
2646,FilmTele-Play
2647,Music-Play
2648,Radio-Listen
2649,Alarm-Update
2650,HomeAppliance-Control
2651,Radio-Listen
2652,Other
2653,Weather-Query
2654,Alarm-Update
2655,Calendar-Query
2656,Travel-Query
2657,Alarm-Update
2658,Weather-Query
2659,Video-Play
2660,FilmTele-Play
2661,TVProgram-Play
2662,FilmTele-Play
2663,Video-Play
2664,Audio-Play
2665,Weather-Query
2666,Weather-Query
2667,HomeAppliance-Control
2668,FilmTele-Play
2669,FilmTele-Play
2670,Video-Play
2671,Radio-Listen
2672,Alarm-Update
2673,FilmTele-Play
2674,Weather-Query
2675,Video-Play
2676,FilmTele-Play
2677,Video-Play
2678,FilmTele-Play
2679,Other
2680,Radio-Listen
2681,FilmTele-Play
2682,Calendar-Query
2683,Music-Play
2684,Weather-Query
2685,Alarm-Update
2686,TVProgram-Play
2687,Music-Play
2688,Calendar-Query
2689,Radio-Listen
2690,Music-Play
2691,Weather-Query
2692,Weather-Query
2693,Calendar-Query
2694,Other
2695,Travel-Query
2696,HomeAppliance-Control
2697,Alarm-Update
2698,FilmTele-Play
2699,TVProgram-Play
2700,Radio-Listen
2701,Music-Play
2702,Alarm-Update
2703,Video-Play
2704,Travel-Query
2705,Alarm-Update
2706,Video-Play
2707,Music-Play
2708,FilmTele-Play
2709,FilmTele-Play
2710,Music-Play
2711,Music-Play
2712,Weather-Query
2713,Radio-Listen
2714,Calendar-Query
2715,Weather-Query
2716,Audio-Play
2717,Travel-Query
2718,FilmTele-Play
2719,Other
2720,FilmTele-Play
2721,Audio-Play
2722,Music-Play
2723,Radio-Listen
2724,Music-Play
2725,Other
2726,Calendar-Query
2727,TVProgram-Play
2728,TVProgram-Play
2729,FilmTele-Play
2730,HomeAppliance-Control
2731,Music-Play
2732,Music-Play
2733,FilmTele-Play
2734,Music-Play
2735,Video-Play
2736,Audio-Play
2737,Alarm-Update
2738,FilmTele-Play
2739,Music-Play
2740,FilmTele-Play
2741,FilmTele-Play
2742,Travel-Query
2743,FilmTele-Play
2744,FilmTele-Play
2745,Other
2746,Radio-Listen
2747,Music-Play
2748,Video-Play
2749,Audio-Play
2750,HomeAppliance-Control
2751,HomeAppliance-Control
2752,Video-Play
2753,Weather-Query
2754,Weather-Query
2755,Radio-Listen
2756,FilmTele-Play
2757,Music-Play
