ID,Target
1421,Other
1422,Radio-Listen
1423,Radio-Listen
1424,Music-Play
1425,HomeAppliance-Control
1426,Audio-Play
1427,Weather-Query
1428,Alarm-Update
1429,Travel-Query
1430,Alarm-Update
1431,Weather-Query
1432,HomeAppliance-Control
1433,FilmTele-Play
1434,Calendar-Query
1435,Video-Play
1436,Audio-Play
1437,Calendar-Query
1438,Video-Play
1439,FilmTele-Play
1440,Other
1441,Weather-Query
1442,Weather-Query
1443,Radio-Listen
1444,Radio-Listen
1445,Calendar-Query
1446,FilmTele-Play
1447,HomeAppliance-Control
1448,Travel-Query
1449,Other
1450,FilmTele-Play
1451,FilmTele-Play
1452,TVProgram-Play
1453,Radio-Listen
1454,Calendar-Query
1455,Calendar-Query
1456,Weather-Query
1457,Alarm-Update
1458,TVProgram-Play
1459,Other
1460,Radio-Listen
1461,Video-Play
1462,HomeAppliance-Control
1463,TVProgram-Play
1464,HomeAppliance-Control
1465,Music-Play
1466,Video-Play
1467,Alarm-Update
1468,Audio-Play
1469,Calendar-Query
1470,Weather-Query
1471,Music-Play
1472,Radio-Listen
1473,HomeAppliance-Control
1474,Music-Play
1475,HomeAppliance-Control
1476,Video-Play
1477,Audio-Play
1478,Radio-Listen
1479,Radio-Listen
1480,Travel-Query
1481,HomeAppliance-Control
1482,HomeAppliance-Control
1483,Radio-Listen
1484,Other
1485,TVProgram-Play
1486,HomeAppliance-Control
1487,Other
1488,Travel-Query
1489,Weather-Query
1490,Other
1491,Music-Play
1492,HomeAppliance-Control
1493,Alarm-Update
1494,Calendar-Query
1495,Radio-Listen
1496,Other
1497,Video-Play
1498,Travel-Query
1499,Music-Play
1500,Video-Play
1501,Video-Play
1502,Travel-Query
1503,Other
1504,FilmTele-Play
1505,Calendar-Query
1506,HomeAppliance-Control
1507,Travel-Query
1508,Audio-Play
1509,Music-Play
1510,Alarm-Update
1511,FilmTele-Play
1512,Alarm-Update
1513,Other
1514,TVProgram-Play
1515,FilmTele-Play
1516,Weather-Query
1517,Weather-Query
1518,Video-Play
1519,Alarm-Update
1520,Calendar-Query
1521,Weather-Query
1522,Weather-Query
1523,Video-Play
1524,Calendar-Query
1525,Audio-Play
1526,Music-Play
1527,TVProgram-Play
1528,Travel-Query
1529,Travel-Query
1530,Audio-Play
1531,HomeAppliance-Control
1532,FilmTele-Play
1533,FilmTele-Play
1534,Video-Play
1535,Video-Play
1536,Calendar-Query
1537,Weather-Query
1538,TVProgram-Play
1539,Video-Play
1540,HomeAppliance-Control
1541,FilmTele-Play
1542,Calendar-Query
1543,Radio-Listen
1544,FilmTele-Play
1545,Radio-Listen
1546,TVProgram-Play
1547,Calendar-Query
1548,Video-Play
1549,Travel-Query
1550,Music-Play
1551,Music-Play
1552,Audio-Play
1553,Audio-Play
1554,Other
1555,Weather-Query
1556,Travel-Query
1557,TVProgram-Play
1558,Music-Play
1559,HomeAppliance-Control
1560,Music-Play
1561,Video-Play
1562,Radio-Listen
1563,FilmTele-Play
1564,FilmTele-Play
1565,Alarm-Update
1566,Travel-Query
1567,FilmTele-Play
1568,FilmTele-Play
1569,HomeAppliance-Control
1570,TVProgram-Play
1571,FilmTele-Play
1572,Travel-Query
1573,TVProgram-Play
1574,Audio-Play
1575,TVProgram-Play
1576,Radio-Listen
1577,Travel-Query
1578,Audio-Play
1579,FilmTele-Play
1580,Music-Play
1581,FilmTele-Play
1582,TVProgram-Play
1583,FilmTele-Play
1584,Calendar-Query
1585,Video-Play
1586,FilmTele-Play
1587,Weather-Query
1588,HomeAppliance-Control
1589,Radio-Listen
1590,Weather-Query
1591,Radio-Listen
1592,Other
1593,Calendar-Query
1594,HomeAppliance-Control
1595,Calendar-Query
1596,Alarm-Update
1597,Music-Play
1598,Radio-Listen
1599,Music-Play
1600,Other
1601,Travel-Query
1602,Weather-Query
1603,Calendar-Query
1604,TVProgram-Play
1605,TVProgram-Play
1606,FilmTele-Play
1607,Travel-Query
1608,FilmTele-Play
1609,Travel-Query
1610,Alarm-Update
1611,Travel-Query
1612,HomeAppliance-Control
1613,HomeAppliance-Control
1614,Travel-Query
1615,Video-Play
1616,HomeAppliance-Control
1617,Radio-Listen
1618,HomeAppliance-Control
1619,Audio-Play
1620,Alarm-Update
1621,Music-Play
1622,Radio-Listen
1623,Video-Play
1624,Radio-Listen
1625,Radio-Listen
1626,TVProgram-Play
1627,Video-Play
1628,Calendar-Query
1629,Calendar-Query
1630,Alarm-Update
1631,Audio-Play
1632,HomeAppliance-Control
1633,TVProgram-Play
1634,Alarm-Update
1635,HomeAppliance-Control
1636,Radio-Listen
1637,Music-Play
1638,FilmTele-Play
1639,TVProgram-Play
1640,Video-Play
1641,Travel-Query
1642,Video-Play
1643,Travel-Query
1644,Audio-Play
1645,Other
1646,Radio-Listen
1647,TVProgram-Play
1648,FilmTele-Play
1649,Alarm-Update
1650,Calendar-Query
1651,Calendar-Query
1652,FilmTele-Play
1653,Video-Play
1654,Radio-Listen
1655,Audio-Play
1656,Radio-Listen
1657,Alarm-Update
1658,Video-Play
1659,HomeAppliance-Control
1660,FilmTele-Play
1661,Radio-Listen
1662,Radio-Listen
1663,FilmTele-Play
1664,Alarm-Update
1665,Music-Play
1666,Video-Play
1667,Video-Play
1668,Other
1669,FilmTele-Play
1670,Radio-Listen
1671,Calendar-Query
1672,FilmTele-Play
1673,Weather-Query
1674,FilmTele-Play
1675,Alarm-Update
1676,Alarm-Update
1677,Travel-Query
1678,FilmTele-Play
1679,Alarm-Update
1680,Calendar-Query
1681,Alarm-Update
1682,HomeAppliance-Control
1683,FilmTele-Play
1684,Radio-Listen
1685,Radio-Listen
1686,FilmTele-Play
1687,Weather-Query
1688,Video-Play
1689,Weather-Query
1690,Music-Play
1691,Audio-Play
1692,Radio-Listen
1693,FilmTele-Play
1694,FilmTele-Play
1695,Radio-Listen
1696,Alarm-Update
1697,Other
1698,Travel-Query
1699,Radio-Listen
1700,Radio-Listen
1701,Radio-Listen
1702,HomeAppliance-Control
1703,Calendar-Query
1704,TVProgram-Play
1705,Radio-Listen
1706,Music-Play
1707,Weather-Query
1708,Alarm-Update
1709,Travel-Query
1710,Radio-Listen
1711,TVProgram-Play
1712,Music-Play
1713,Calendar-Query
1714,TVProgram-Play
1715,Radio-Listen
1716,Audio-Play
1717,Travel-Query
1718,Alarm-Update
1719,Music-Play
1720,TVProgram-Play
1721,Alarm-Update
1722,Music-Play
1723,HomeAppliance-Control
1724,Other
1725,Video-Play
1726,HomeAppliance-Control
1727,Calendar-Query
1728,Calendar-Query
1729,TVProgram-Play
1730,Alarm-Update
1731,Calendar-Query
1732,Weather-Query
1733,Weather-Query
1734,Radio-Listen
1735,Video-Play
1736,FilmTele-Play
1737,TVProgram-Play
1738,TVProgram-Play
1739,Travel-Query
1740,Travel-Query
1741,Weather-Query
1742,Radio-Listen
1743,Travel-Query
1744,Weather-Query
1745,Weather-Query
1746,HomeAppliance-Control
1747,Travel-Query
1748,Video-Play
1749,Travel-Query
1750,Music-Play
1751,Calendar-Query
1752,Music-Play
1753,Music-Play
1754,Other
1755,Radio-Listen
1756,Calendar-Query
1757,Weather-Query
1758,Other
1759,Music-Play
1760,Video-Play
1761,Weather-Query
1762,FilmTele-Play
1763,FilmTele-Play
1764,HomeAppliance-Control
1765,Audio-Play
1766,Calendar-Query
1767,FilmTele-Play
1768,Alarm-Update
1769,Audio-Play
1770,Travel-Query
1771,Audio-Play
1772,Radio-Listen
1773,Radio-Listen
1774,Radio-Listen
1775,Radio-Listen
1776,Audio-Play
1777,Music-Play
1778,Audio-Play
1779,Music-Play
1780,HomeAppliance-Control
1781,TVProgram-Play
1782,Weather-Query
1783,HomeAppliance-Control
1784,TVProgram-Play
1785,Video-Play
1786,Travel-Query
1787,Travel-Query
1788,Alarm-Update
1789,Other
1790,Weather-Query
1791,Video-Play
1792,FilmTele-Play
1793,Music-Play
1794,Other
1795,Music-Play
1796,Other
1797,Music-Play
1798,Other
1799,HomeAppliance-Control
1800,HomeAppliance-Control
1801,Audio-Play
1802,Calendar-Query
1803,Audio-Play
1804,Calendar-Query
1805,FilmTele-Play
1806,Radio-Listen
1807,Calendar-Query
1808,HomeAppliance-Control
1809,Calendar-Query
1810,TVProgram-Play
1811,HomeAppliance-Control
1812,TVProgram-Play
1813,Weather-Query
1814,Alarm-Update
1815,Video-Play
1816,Calendar-Query
1817,FilmTele-Play
1818,Music-Play
1819,Video-Play
1820,Music-Play
1821,HomeAppliance-Control
1822,Music-Play
1823,TVProgram-Play
1824,FilmTele-Play
1825,Radio-Listen
1826,Video-Play
1827,HomeAppliance-Control
1828,HomeAppliance-Control
1829,Weather-Query
1830,Music-Play
1831,Music-Play
1832,HomeAppliance-Control
1833,Travel-Query
1834,HomeAppliance-Control
1835,FilmTele-Play
1836,Video-Play
1837,Calendar-Query
1838,Weather-Query
1839,Radio-Listen
1840,Alarm-Update
1841,Weather-Query
1842,Alarm-Update
1843,FilmTele-Play
1844,Calendar-Query
1845,Weather-Query
1846,Video-Play
1847,Audio-Play
1848,HomeAppliance-Control
1849,Weather-Query
1850,TVProgram-Play
1851,FilmTele-Play
1852,Travel-Query
1853,FilmTele-Play
1854,Other
1855,Travel-Query
1856,Alarm-Update
1857,Calendar-Query
1858,Alarm-Update
1859,Music-Play
1860,Music-Play
1861,TVProgram-Play
1862,FilmTele-Play
1863,Radio-Listen
1864,Travel-Query
1865,Radio-Listen
1866,TVProgram-Play
1867,Calendar-Query
1868,Radio-Listen
1869,Video-Play
1870,Alarm-Update
1871,Radio-Listen
1872,Radio-Listen
1873,TVProgram-Play
1874,Video-Play
1875,Music-Play
1876,Radio-Listen
1877,Radio-Listen
1878,Video-Play
1879,Alarm-Update
1880,Alarm-Update
1881,Other
1882,Video-Play
1883,HomeAppliance-Control
1884,Music-Play
1885,Video-Play
1886,FilmTele-Play
1887,Audio-Play
1888,HomeAppliance-Control
1889,Other
1890,Audio-Play
1891,Weather-Query
1892,Other
1893,Calendar-Query
1894,Radio-Listen
1895,Other
1896,Radio-Listen
1897,FilmTele-Play
1898,Weather-Query
1899,Other
1900,Weather-Query
1901,FilmTele-Play
1902,Audio-Play
1903,FilmTele-Play
1904,HomeAppliance-Control
1905,Calendar-Query
1906,Music-Play
1907,Travel-Query
1908,Calendar-Query
1909,Travel-Query
1910,Radio-Listen
1911,HomeAppliance-Control
1912,Other
1913,Radio-Listen
1914,Weather-Query
1915,Audio-Play
1916,TVProgram-Play
1917,Music-Play
1918,Audio-Play
1919,FilmTele-Play
1920,Radio-Listen
1921,Calendar-Query
1922,FilmTele-Play
1923,Alarm-Update
1924,Video-Play
1925,HomeAppliance-Control
1926,Weather-Query
1927,FilmTele-Play
1928,Audio-Play
1929,FilmTele-Play
1930,Weather-Query
1931,Calendar-Query
1932,Travel-Query
1933,Other
1934,Music-Play
1935,Audio-Play
1936,FilmTele-Play
1937,Travel-Query
1938,Other
1939,Calendar-Query
1940,Travel-Query
1941,Calendar-Query
1942,Other
1943,HomeAppliance-Control
1944,Audio-Play
1945,TVProgram-Play
1946,Weather-Query
1947,Video-Play
1948,Travel-Query
1949,FilmTele-Play
1950,Music-Play
1951,Radio-Listen
1952,Music-Play
1953,Audio-Play
1954,HomeAppliance-Control
1955,HomeAppliance-Control
1956,Audio-Play
1957,Music-Play
1958,Weather-Query
1959,HomeAppliance-Control
1960,Music-Play
1961,Weather-Query
1962,HomeAppliance-Control
1963,HomeAppliance-Control
1964,Video-Play
1965,Alarm-Update
1966,Music-Play
1967,FilmTele-Play
1968,HomeAppliance-Control
1969,Travel-Query
1970,FilmTele-Play
1971,FilmTele-Play
1972,Audio-Play
1973,Video-Play
1974,Video-Play
1975,Alarm-Update
1976,Weather-Query
1977,Audio-Play
1978,Travel-Query
1979,Music-Play
1980,HomeAppliance-Control
1981,Music-Play
1982,Video-Play
1983,HomeAppliance-Control
1984,Alarm-Update
1985,Video-Play
1986,Travel-Query
1987,Audio-Play
1988,Travel-Query
1989,Weather-Query
1990,TVProgram-Play
1991,Travel-Query
1992,Music-Play
1993,Video-Play
1994,Music-Play
1995,HomeAppliance-Control
1996,Radio-Listen
1997,TVProgram-Play
1998,Weather-Query
1999,Other
2000,Travel-Query
2001,TVProgram-Play
2002,Calendar-Query
2003,Weather-Query
2004,Calendar-Query
2005,Weather-Query
2006,Video-Play
2007,Calendar-Query
2008,Calendar-Query
2009,Video-Play
2010,Video-Play
2011,Weather-Query
2012,Weather-Query
2013,FilmTele-Play
2014,HomeAppliance-Control
2015,Radio-Listen
2016,TVProgram-Play
2017,Radio-Listen
2018,Alarm-Update
2019,FilmTele-Play
2020,Radio-Listen
2021,Radio-Listen
2022,TVProgram-Play
2023,HomeAppliance-Control
2024,Weather-Query
2025,FilmTele-Play
2026,Weather-Query
2027,Audio-Play
2028,TVProgram-Play
2029,FilmTele-Play
2030,Weather-Query
2031,TVProgram-Play
2032,Travel-Query
2033,Radio-Listen
2034,FilmTele-Play
2035,TVProgram-Play
2036,Music-Play
2037,Calendar-Query
2038,Calendar-Query
2039,HomeAppliance-Control
2040,Other
2041,HomeAppliance-Control
2042,Calendar-Query
2043,Alarm-Update
2044,Calendar-Query
2045,Calendar-Query
2046,Travel-Query
2047,HomeAppliance-Control
2048,TVProgram-Play
2049,FilmTele-Play
2050,Music-Play
2051,Radio-Listen
2052,Music-Play
2053,HomeAppliance-Control
2054,Other
2055,HomeAppliance-Control
2056,Calendar-Query
2057,Video-Play
2058,HomeAppliance-Control
2059,Travel-Query
2060,TVProgram-Play
2061,HomeAppliance-Control
2062,TVProgram-Play
2063,Weather-Query
2064,HomeAppliance-Control
2065,Music-Play
2066,Travel-Query
2067,Other
2068,Video-Play
2069,Alarm-Update
2070,HomeAppliance-Control
2071,Music-Play
2072,TVProgram-Play
2073,Audio-Play
2074,Other
2075,FilmTele-Play
2076,Calendar-Query
2077,HomeAppliance-Control
2078,Calendar-Query
2079,Audio-Play
2080,Other
2081,Calendar-Query
2082,Music-Play
2083,Alarm-Update
2084,FilmTele-Play
2085,Travel-Query
2086,Video-Play
2087,Radio-Listen
2088,Alarm-Update
2089,Music-Play
2090,Alarm-Update
2091,Calendar-Query
2092,Audio-Play
2093,Video-Play
2094,Travel-Query
2095,Music-Play
2096,Radio-Listen
2097,Calendar-Query
2098,FilmTele-Play
2099,Radio-Listen
2100,Alarm-Update
2101,Radio-Listen
2102,Calendar-Query
2103,Music-Play
2104,Radio-Listen
2105,Alarm-Update
2106,Other
2107,Radio-Listen
2108,Music-Play
2109,Music-Play
2110,Weather-Query
2111,Alarm-Update
2112,FilmTele-Play
2113,Weather-Query
2114,Radio-Listen
2115,HomeAppliance-Control
2116,Travel-Query
2117,Other
2118,FilmTele-Play
2119,Audio-Play
2120,HomeAppliance-Control
2121,FilmTele-Play
2122,Audio-Play
2123,TVProgram-Play
2124,FilmTele-Play
2125,FilmTele-Play
2126,Other
2127,Alarm-Update
2128,Audio-Play
2129,Calendar-Query
2130,Music-Play
2131,FilmTele-Play
2132,Travel-Query
2133,Audio-Play
2134,Alarm-Update
2135,Radio-Listen
2136,Audio-Play
2137,Radio-Listen
2138,Music-Play
2139,Video-Play
2140,Music-Play
2141,Music-Play
2142,Video-Play
2143,Alarm-Update
2144,Other
2145,Alarm-Update
2146,Calendar-Query
2147,Travel-Query
2148,Weather-Query
2149,FilmTele-Play
2150,FilmTele-Play
2151,Calendar-Query
2152,Calendar-Query
2153,FilmTele-Play
2154,Video-Play
2155,Video-Play
2156,Other
2157,Audio-Play
2158,Calendar-Query
2159,HomeAppliance-Control
2160,Travel-Query
2161,Other
2162,Calendar-Query
2163,TVProgram-Play
2164,Video-Play
2165,Radio-Listen
2166,TVProgram-Play
2167,Weather-Query
2168,Weather-Query
2169,Radio-Listen
2170,Radio-Listen
2171,Weather-Query
2172,TVProgram-Play
2173,Other
2174,Video-Play
2175,Weather-Query
2176,Travel-Query
2177,Other
2178,Music-Play
2179,HomeAppliance-Control
2180,TVProgram-Play
2181,HomeAppliance-Control
2182,Video-Play
2183,Travel-Query
2184,Other
2185,Weather-Query
2186,Other
2187,Video-Play
2188,TVProgram-Play
2189,Video-Play
2190,Alarm-Update
2191,Calendar-Query
2192,Travel-Query
2193,Radio-Listen
2194,Music-Play
2195,Audio-Play
2196,TVProgram-Play
2197,Travel-Query
2198,HomeAppliance-Control
2199,Alarm-Update
2200,Video-Play
2201,FilmTele-Play
2202,Video-Play
2203,FilmTele-Play
2204,Weather-Query
2205,Travel-Query
2206,Audio-Play
2207,Travel-Query
2208,Other
2209,Music-Play
2210,Audio-Play
2211,Alarm-Update
2212,Video-Play
2213,Travel-Query
2214,Alarm-Update
2215,Travel-Query
2216,FilmTele-Play
2217,Alarm-Update
2218,Video-Play
2219,HomeAppliance-Control
2220,Video-Play
2221,Video-Play
2222,Travel-Query
2223,Travel-Query
2224,Video-Play
2225,Music-Play
2226,HomeAppliance-Control
2227,Alarm-Update
2228,TVProgram-Play
2229,TVProgram-Play
2230,Weather-Query
2231,Audio-Play
2232,Music-Play
2233,FilmTele-Play
2234,Travel-Query
2235,Music-Play
2236,Video-Play
2237,Music-Play
2238,Radio-Listen
2239,Weather-Query
2240,Video-Play
2241,Other
2242,Alarm-Update
2243,Calendar-Query
2244,Audio-Play
2245,Weather-Query
2246,Radio-Listen
2247,HomeAppliance-Control
2248,Audio-Play
2249,Other
2250,Travel-Query
2251,Radio-Listen
2252,Alarm-Update
2253,HomeAppliance-Control
2254,Other
2255,Video-Play
2256,Travel-Query
2257,HomeAppliance-Control
2258,Radio-Listen
2259,FilmTele-Play
2260,HomeAppliance-Control
2261,Video-Play
2262,Video-Play
2263,FilmTele-Play
2264,Radio-Listen
2265,Music-Play
2266,Video-Play
2267,Weather-Query
2268,Audio-Play
2269,Calendar-Query
2270,Audio-Play
2271,Video-Play
2272,Music-Play
2273,Radio-Listen
2274,HomeAppliance-Control
2275,FilmTele-Play
2276,Other
2277,Calendar-Query
2278,FilmTele-Play
2279,Radio-Listen
2280,FilmTele-Play
2281,Calendar-Query
2282,FilmTele-Play
2283,Alarm-Update
2284,FilmTele-Play
2285,Video-Play
2286,Music-Play
2287,Video-Play
2288,Radio-Listen
2289,Video-Play
2290,Calendar-Query
2291,Other
2292,Calendar-Query
2293,HomeAppliance-Control
2294,FilmTele-Play
2295,FilmTele-Play
2296,Weather-Query
2297,HomeAppliance-Control
2298,Calendar-Query
2299,TVProgram-Play
2300,Music-Play
2301,FilmTele-Play
2302,Other
2303,Travel-Query
2304,Weather-Query
2305,Radio-Listen
2306,FilmTele-Play
2307,FilmTele-Play
2308,Radio-Listen
2309,Other
2310,Weather-Query
2311,TVProgram-Play
2312,Video-Play
2313,FilmTele-Play
2314,Audio-Play
2315,HomeAppliance-Control
2316,Travel-Query
2317,Other
2318,FilmTele-Play
2319,HomeAppliance-Control
2320,Alarm-Update
2321,Video-Play
2322,FilmTele-Play
2323,Audio-Play
2324,Weather-Query
2325,Travel-Query
2326,Travel-Query
2327,Music-Play
2328,TVProgram-Play
2329,Music-Play
2330,Audio-Play
2331,Travel-Query
2332,Travel-Query
2333,Music-Play
2334,Video-Play
2335,Radio-Listen
2336,Weather-Query
2337,Video-Play
2338,TVProgram-Play
2339,Radio-Listen
2340,Travel-Query
2341,Radio-Listen
2342,Music-Play
2343,HomeAppliance-Control
2344,Calendar-Query
2345,Calendar-Query
2346,Calendar-Query
2347,Music-Play
2348,Audio-Play
2349,Alarm-Update
2350,Weather-Query
2351,Calendar-Query
2352,Weather-Query
2353,HomeAppliance-Control
2354,Weather-Query
2355,Audio-Play
2356,Calendar-Query
2357,Alarm-Update
2358,HomeAppliance-Control
2359,TVProgram-Play
2360,Music-Play
2361,FilmTele-Play
2362,Video-Play
2363,Music-Play
2364,Other
2365,Audio-Play
2366,TVProgram-Play
2367,Travel-Query
2368,TVProgram-Play
2369,Radio-Listen
2370,Music-Play
2371,Radio-Listen
2372,FilmTele-Play
2373,Audio-Play
2374,Calendar-Query
2375,Radio-Listen
2376,Video-Play
2377,Radio-Listen
2378,Radio-Listen
2379,FilmTele-Play
2380,TVProgram-Play
2381,Alarm-Update
2382,HomeAppliance-Control
2383,Weather-Query
2384,Travel-Query
2385,Other
2386,TVProgram-Play
2387,Alarm-Update
2388,TVProgram-Play
2389,Alarm-Update
2390,Audio-Play
2391,Calendar-Query
2392,Weather-Query
2393,Other
2394,Video-Play
2395,TVProgram-Play
2396,Video-Play
2397,Weather-Query
2398,Audio-Play
2399,Alarm-Update
2400,Other
2401,TVProgram-Play
2402,Music-Play
2403,FilmTele-Play
2404,Video-Play
2405,HomeAppliance-Control
2406,HomeAppliance-Control
2407,Calendar-Query
2408,FilmTele-Play
2409,Weather-Query
2410,TVProgram-Play
2411,Alarm-Update
2412,HomeAppliance-Control
2413,Weather-Query
2414,Music-Play
2415,Calendar-Query
2416,HomeAppliance-Control
2417,TVProgram-Play
2418,Travel-Query
2419,Audio-Play
2420,Radio-Listen
2421,Alarm-Update
2422,Audio-Play
2423,Audio-Play
2424,Radio-Listen
2425,Music-Play
2426,Weather-Query
2427,Radio-Listen
2428,Calendar-Query
2429,HomeAppliance-Control
2430,Calendar-Query
2431,HomeAppliance-Control
2432,HomeAppliance-Control
2433,Music-Play
2434,Alarm-Update
2435,Video-Play
2436,TVProgram-Play
2437,FilmTele-Play
2438,Other
2439,Travel-Query
2440,HomeAppliance-Control
2441,HomeAppliance-Control
2442,Travel-Query
2443,HomeAppliance-Control
2444,Other
2445,HomeAppliance-Control
2446,Video-Play
2447,Travel-Query
2448,HomeAppliance-Control
2449,Alarm-Update
2450,Alarm-Update
2451,Music-Play
2452,Video-Play
2453,Travel-Query
2454,HomeAppliance-Control
2455,Weather-Query
2456,Calendar-Query
2457,Other
2458,FilmTele-Play
2459,TVProgram-Play
2460,Weather-Query
2461,FilmTele-Play
2462,Video-Play
2463,FilmTele-Play
2464,Audio-Play
2465,Radio-Listen
2466,Calendar-Query
2467,Weather-Query
2468,Calendar-Query
2469,Travel-Query
2470,Calendar-Query
2471,Radio-Listen
2472,Music-Play
2473,Music-Play
2474,Travel-Query
2475,Alarm-Update
2476,Calendar-Query
2477,Music-Play
2478,FilmTele-Play
2479,Radio-Listen
2480,FilmTele-Play
2481,Travel-Query
2482,Radio-Listen
2483,Other
2484,Travel-Query
2485,Audio-Play
2486,Music-Play
2487,Video-Play
2488,Video-Play
2489,Alarm-Update
2490,FilmTele-Play
2491,Music-Play
2492,Audio-Play
2493,Calendar-Query
2494,Calendar-Query
2495,Alarm-Update
2496,Radio-Listen
2497,Calendar-Query
2498,Alarm-Update
2499,Calendar-Query
2500,Travel-Query
2501,Weather-Query
2502,TVProgram-Play
2503,Music-Play
2504,FilmTele-Play
2505,Calendar-Query
2506,Audio-Play
2507,Video-Play
2508,Radio-Listen
2509,FilmTele-Play
2510,FilmTele-Play
2511,FilmTele-Play
2512,Music-Play
2513,FilmTele-Play
2514,HomeAppliance-Control
2515,Radio-Listen
2516,Music-Play
2517,Video-Play
2518,Weather-Query
2519,Radio-Listen
2520,Video-Play
2521,Weather-Query
2522,Radio-Listen
2523,FilmTele-Play
2524,Other
2525,HomeAppliance-Control
2526,HomeAppliance-Control
2527,Music-Play
2528,HomeAppliance-Control
2529,Music-Play
2530,TVProgram-Play
2531,Alarm-Update
2532,TVProgram-Play
2533,Video-Play
2534,Other
2535,Calendar-Query
2536,HomeAppliance-Control
2537,Other
2538,FilmTele-Play
2539,Other
2540,Calendar-Query
2541,Audio-Play
2542,Radio-Listen
2543,HomeAppliance-Control
2544,Video-Play
2545,Travel-Query
2546,Audio-Play
2547,FilmTele-Play
2548,Weather-Query
2549,HomeAppliance-Control
2550,Weather-Query
2551,FilmTele-Play
2552,Alarm-Update
2553,TVProgram-Play
2554,Music-Play
2555,TVProgram-Play
2556,FilmTele-Play
2557,Weather-Query
2558,Calendar-Query
2559,TVProgram-Play
2560,FilmTele-Play
2561,Audio-Play
2562,Calendar-Query
2563,Travel-Query
2564,Weather-Query
2565,HomeAppliance-Control
2566,Audio-Play
2567,TVProgram-Play
2568,Calendar-Query
2569,HomeAppliance-Control
2570,TVProgram-Play
2571,Travel-Query
2572,Radio-Listen
2573,HomeAppliance-Control
2574,Other
2575,Alarm-Update
2576,Other
2577,FilmTele-Play
2578,Radio-Listen
2579,Radio-Listen
2580,Video-Play
2581,Other
2582,FilmTele-Play
2583,Other
2584,Video-Play
2585,Weather-Query
2586,Music-Play
2587,Other
2588,Travel-Query
2589,HomeAppliance-Control
2590,FilmTele-Play
2591,Calendar-Query
2592,TVProgram-Play
2593,FilmTele-Play
2594,Music-Play
2595,Other
2596,FilmTele-Play
2597,Other
2598,Radio-Listen
2599,Calendar-Query
2600,Calendar-Query
2601,Video-Play
2602,Radio-Listen
2603,Travel-Query
2604,Weather-Query
2605,Other
2606,Travel-Query
2607,HomeAppliance-Control
2608,Video-Play
2609,Alarm-Update
2610,FilmTele-Play
2611,Other
2612,Music-Play
2613,FilmTele-Play
2614,FilmTele-Play
2615,Other
2616,FilmTele-Play
2617,Calendar-Query
2618,FilmTele-Play
2619,Other
2620,Other
2621,Alarm-Update
2622,Audio-Play
2623,Video-Play
2624,Video-Play
2625,FilmTele-Play
2626,Weather-Query
2627,TVProgram-Play
2628,FilmTele-Play
2629,FilmTele-Play
2630,Travel-Query
2631,Audio-Play
2632,Alarm-Update
2633,Music-Play
2634,Calendar-Query
2635,Alarm-Update
2636,Radio-Listen
2637,Other
2638,HomeAppliance-Control
2639,FilmTele-Play
2640,Calendar-Query
2641,Music-Play
2642,Video-Play
2643,FilmTele-Play
2644,FilmTele-Play
2645,Radio-Listen
2646,FilmTele-Play
2647,Audio-Play
2648,Travel-Query
2649,Alarm-Update
2650,HomeAppliance-Control
2651,Radio-Listen
2652,Music-Play
2653,Weather-Query
2654,Video-Play
2655,Calendar-Query
2656,Travel-Query
2657,Alarm-Update
2658,Weather-Query
2659,Other
2660,Music-Play
2661,TVProgram-Play
2662,Other
2663,Audio-Play
2664,Audio-Play
2665,Weather-Query
2666,HomeAppliance-Control
2667,HomeAppliance-Control
2668,FilmTele-Play
2669,Other
2670,Video-Play
2671,Radio-Listen
2672,Alarm-Update
2673,Weather-Query
2674,Weather-Query
2675,Video-Play
2676,FilmTele-Play
2677,FilmTele-Play
2678,Calendar-Query
2679,Other
2680,Radio-Listen
2681,Other
2682,Calendar-Query
2683,Music-Play
2684,Weather-Query
2685,Alarm-Update
2686,TVProgram-Play
2687,Audio-Play
2688,Calendar-Query
2689,Radio-Listen
2690,Music-Play
2691,Weather-Query
2692,Calendar-Query
2693,Calendar-Query
2694,Weather-Query
2695,Travel-Query
2696,HomeAppliance-Control
2697,Alarm-Update
2698,FilmTele-Play
2699,TVProgram-Play
2700,Audio-Play
2701,FilmTele-Play
2702,Alarm-Update
2703,Radio-Listen
2704,Radio-Listen
2705,Weather-Query
2706,Video-Play
2707,Music-Play
2708,Video-Play
2709,FilmTele-Play
2710,Music-Play
2711,Radio-Listen
2712,Weather-Query
2713,Radio-Listen
2714,Calendar-Query
2715,Travel-Query
2716,Music-Play
2717,Travel-Query
2718,FilmTele-Play
2719,FilmTele-Play
2720,Radio-Listen
2721,Audio-Play
2722,Other
2723,Radio-Listen
2724,Music-Play
2725,Music-Play
2726,Calendar-Query
2727,TVProgram-Play
2728,TVProgram-Play
2729,FilmTele-Play
2730,HomeAppliance-Control
2731,Music-Play
2732,Music-Play
2733,FilmTele-Play
2734,Music-Play
2735,Video-Play
2736,Music-Play
2737,Alarm-Update
2738,Weather-Query
2739,Radio-Listen
2740,HomeAppliance-Control
2741,Radio-Listen
2742,Travel-Query
2743,Video-Play
2744,FilmTele-Play
2745,Other
2746,Radio-Listen
2747,Music-Play
2748,Audio-Play
